gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService    ,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract      ,PaperlessBilling,PaymentMethod            ,MonthlyCharges,TotalCharges,PaymentMethod**3,log(TotalCharges),InternetService**3,1/TotalCharges,OnlineSecurity**3,TechSupport**3,Churn
0,0,0,0,10,1,2,2,0,0,0,0,0,0,0,1,2,24,226.55,8,5.422965671,8,0.004414037,0,0,0
0,1,0,0,8,0,0,0,1,1,2,1,1,1,0,1,2,29.4,221.9,8,5.40222683,0,0.004506534,1,1,1
1,0,1,1,72,1,2,2,0,0,0,0,0,0,2,1,0,24.05,1709.15,0,7.44375145,8,0.000585086,0,0,0
0,0,0,0,69,1,2,0,2,2,2,2,1,2,2,1,1,81.5,5553.25,1,8.622138621,0,0.000180075,8,8,0
0,0,0,0,49,1,2,0,1,1,1,2,2,1,2,1,0,66.15,3199,0,8.07059354,0,0.000312598,1,8,0
1,0,1,1,68,1,2,1,2,1,2,2,2,2,2,0,1,111.75,7511.3,1,8.924163832,1,0.000133133,8,8,0
1,0,1,1,71,1,1,2,0,0,0,0,0,0,2,0,0,19.9,1389.35,0,7.236591291,8,0.000719761,0,0,0
0,0,1,0,51,1,2,1,1,1,1,1,2,2,0,1,2,94.65,4812.75,8,8.479023925,1,0.000207781,1,1,1
1,0,1,1,61,1,1,2,0,0,0,0,0,0,1,0,1,19.1,1143.8,1,7.042111331,8,0.000874279,0,0,0
0,1,1,1,26,1,2,1,1,2,2,1,2,2,0,0,2,105.75,2710.25,8,7.904796161,1,0.00036897,1,1,1
0,0,1,0,65,1,2,1,1,2,1,1,2,1,0,1,0,91.85,5940.85,0,8.6896075,1,0.000168326,1,1,1
1,0,0,0,33,1,2,1,2,1,1,1,1,2,0,1,2,90.65,2989.6,8,8.002894878,1,0.000334493,8,1,0
0,0,1,0,56,1,2,1,1,2,1,1,2,2,1,0,1,100.3,5614.45,1,8.63309891,1,0.000178112,1,1,1
0,0,0,0,5,1,2,1,1,2,2,1,2,2,0,0,2,105.3,550.6,8,6.311008593,1,0.001816201,1,1,0
1,0,0,1,5,1,1,0,1,1,1,1,1,1,0,0,3,46,221.7,27,5.401325117,0,0.0045106,1,1,1
1,0,0,0,1,1,1,1,1,2,1,1,1,1,0,1,1,74.3,74.3,1,4.308110952,1,0.01345895,1,1,1
0,0,0,0,17,0,0,0,1,1,1,1,1,1,0,1,3,25.65,440.2,27,6.087229169,0,0.002271695,1,1,0
0,0,1,1,60,1,1,0,2,2,1,2,2,2,0,1,1,79.05,4663.4,1,8.447500075,0,0.000214436,8,8,0
1,0,0,0,38,1,2,0,2,2,2,1,2,2,1,0,0,84.1,3187.65,0,8.067039247,0,0.000313711,8,1,0
0,0,0,0,10,1,1,1,2,2,2,2,2,2,0,1,2,110.1,1043.3,8,6.950144045,1,0.000958497,8,8,1
1,0,0,0,2,1,1,1,2,2,1,2,1,1,0,1,2,86.25,181.65,8,5.202081759,1,0.005505092,8,8,1
1,0,1,1,68,1,2,1,1,2,1,2,1,1,1,1,0,83.65,5733.4,0,8.654064002,1,0.000174417,1,8,0
1,0,0,0,16,1,1,0,2,1,1,1,1,1,0,1,2,50.15,762.25,8,6.636274586,0,0.001311906,8,1,1
1,0,1,1,2,1,1,1,1,2,1,1,1,1,0,1,0,73.55,145.4,0,4.979488565,1,0.006877579,1,1,1
0,0,0,1,15,1,1,0,2,1,2,1,1,2,1,0,3,64.85,950.75,27,6.857251147,0,0.001051801,8,1,0
0,0,0,0,17,1,1,1,1,1,2,1,1,1,0,1,2,76.65,1313.55,8,7.180488675,1,0.000761296,1,1,1
0,0,0,0,41,1,1,1,1,2,1,2,2,1,1,1,2,89.55,3729.75,8,8.224096486,1,0.000268114,1,8,0
1,0,0,0,29,1,1,1,1,1,1,1,2,1,0,1,2,78.9,2384.15,8,7.776597946,1,0.000419437,1,1,1
0,1,1,0,72,1,2,0,1,1,2,1,2,2,2,1,1,73.45,5329,1,8.580918882,0,0.000187652,1,1,0
1,0,0,1,13,1,1,0,2,2,1,1,1,1,0,1,2,56,764.55,8,6.639287425,0,0.001307959,8,1,0
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,3,19.65,19.65,27,2.978077338,8,0.050890585,0,0,0
0,0,1,0,69,1,2,1,1,1,2,1,2,2,1,0,0,99.5,6841.45,0,8.830754976,1,0.000146168,1,1,0
0,0,1,0,60,1,2,1,2,1,2,2,2,2,0,1,0,109.45,6572.85,0,8.790702807,1,0.000152141,8,8,0
1,1,0,0,11,1,1,1,1,1,1,1,2,2,0,0,0,89.7,1047.7,0,6.954352564,1,0.000954472,1,1,1
0,0,1,1,39,1,1,0,2,1,2,2,2,2,1,0,1,80,3182.95,1,8.065563719,0,0.000314174,8,8,1
1,0,1,0,2,1,2,1,1,1,1,1,2,1,0,1,2,84.05,134.05,8,4.898212865,1,0.007459903,1,1,0
1,0,0,0,23,1,1,1,1,2,2,2,1,1,0,0,0,83.2,2032.3,0,7.616923436,1,0.000492053,1,8,0
0,0,0,0,2,1,1,1,1,2,1,1,2,2,0,0,2,95.65,167.3,8,5.119788608,1,0.005977286,1,1,1
1,0,1,0,49,0,0,0,1,2,1,2,2,2,1,1,1,56.3,2780.6,1,7.930422011,0,0.000359635,1,8,0
0,0,1,0,64,1,1,1,1,2,2,2,2,2,1,1,1,102.45,6654.1,1,8.802988485,1,0.000150283,1,8,0
0,0,0,0,46,1,1,2,0,0,0,0,0,0,2,0,2,19.95,907.05,8,6.810197575,8,0.001102475,0,0,0
0,0,0,0,15,1,1,1,1,1,2,2,2,2,0,1,2,101.35,1553.95,8,7.348555355,1,0.000643521,1,8,1
0,0,0,1,22,1,1,2,0,0,0,0,0,0,0,0,1,20.15,432.5,1,6.069582326,8,0.002312139,0,0,0
0,0,0,1,39,1,2,1,1,1,1,2,2,2,2,0,3,100.55,3895.35,27,8.267538813,1,0.000256716,1,8,0
0,1,1,1,28,1,2,0,1,1,1,1,1,1,1,1,2,51,1381.8,8,7.231142276,0,0.000723694,1,1,0
1,0,0,0,35,1,2,2,0,0,0,0,0,0,2,0,0,23.3,797.1,0,6.680980141,8,0.001254548,0,0,0
0,0,1,1,19,1,2,1,1,1,1,1,1,2,0,1,2,83.65,1465.75,8,7.290122336,1,0.000682245,1,1,1
0,0,0,0,46,1,1,2,0,0,0,0,0,0,2,0,1,19.2,908.15,1,6.811409563,8,0.00110114,0,0,0
1,0,1,1,24,1,1,2,0,0,0,0,0,0,1,0,3,19.9,533.5,27,6.279459071,8,0.001874414,0,0,0
1,0,0,1,4,1,2,1,1,2,1,1,2,1,0,0,3,89.6,365.65,27,5.901676592,1,0.002734856,1,1,1
1,0,1,1,71,1,2,2,0,0,0,0,0,0,2,0,0,24.7,1810.55,0,7.501385946,8,0.000552318,0,0,0
0,1,0,0,8,1,2,1,1,1,2,1,2,2,0,1,2,100.6,819.4,8,6.708572365,1,0.001220405,1,1,1
1,0,1,0,71,1,2,0,1,2,2,2,2,2,2,1,1,83.3,5894.5,1,8.681774992,0,0.00016965,1,8,0
1,0,0,0,2,1,1,1,1,1,2,1,1,2,0,1,3,86.2,178.7,27,5.185708422,1,0.005595971,1,1,1
0,1,1,0,72,0,0,0,2,2,2,2,2,2,2,1,1,64.45,4641.1,1,8.442706686,0,0.000215466,8,8,0
1,1,1,0,72,1,2,1,2,2,2,1,2,2,2,1,2,112.4,8046.85,8,8.993035989,1,0.000124272,8,1,0
0,0,0,0,13,1,1,2,0,0,0,0,0,0,1,1,3,19.95,257,27,5.549076085,8,0.003891051,0,0,0
0,0,0,0,52,1,1,1,1,2,2,2,2,2,1,1,0,105,5426.85,0,8.599114134,1,0.000184269,1,8,1
1,0,0,0,68,1,1,2,0,0,0,0,0,0,2,0,0,20.05,1386.9,0,7.23482632,8,0.000721033,0,0,0
0,0,1,1,8,1,1,0,1,1,1,1,1,1,1,1,3,43.45,345.5,27,5.844992643,0,0.002894356,1,1,0
1,0,0,0,39,1,1,2,0,0,0,0,0,0,2,0,3,20.15,826,27,6.716594774,8,0.001210654,0,0,0
0,0,1,1,7,1,1,2,0,0,0,0,0,0,0,1,0,20.25,174.7,0,5.163070217,8,0.005724098,0,0,0
0,0,0,0,35,1,2,1,2,1,2,2,2,2,2,1,2,108.95,4025.5,8,8.300404406,1,0.000248416,8,8,0
0,0,0,0,69,1,2,1,2,2,2,1,2,2,2,1,1,110.05,7430.75,1,8.913382075,1,0.000134576,8,1,0
1,0,1,1,11,0,0,0,2,1,1,1,1,1,0,1,2,29.6,346.45,8,5.847738508,0,0.002886419,8,1,0
1,1,1,1,32,1,2,1,1,2,1,1,2,2,0,1,2,100.4,3217.65,8,8.076406558,1,0.000310786,1,1,0
1,0,0,0,45,1,2,1,1,1,2,2,1,1,0,1,2,87.25,3941.7,8,8.279367381,1,0.000253698,1,8,1
0,1,0,0,33,0,0,0,1,1,2,2,2,2,0,1,2,54.6,1803.7,8,7.49759539,0,0.000554416,1,8,0
0,1,0,0,9,1,2,1,1,1,1,1,1,2,0,1,2,85.05,746.5,8,6.615395617,1,0.001339585,1,1,1
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,113.1,8248.5,0,9.017786645,1,0.000121234,8,8,0
1,0,0,0,28,1,2,1,1,2,1,1,1,2,0,1,2,89.95,2625.55,8,7.873045677,1,0.000380873,1,1,1
0,1,0,0,20,1,1,1,1,1,1,1,2,2,0,0,2,89.95,1648.45,8,7.407590731,1,0.00060663,1,1,0
0,1,0,0,55,1,2,1,2,1,1,1,2,2,0,1,2,98.8,5617.75,8,8.633686507,1,0.000178007,8,1,1
0,1,1,0,29,1,2,0,1,1,1,1,1,1,0,1,2,51.6,1442,8,7.273786318,0,0.000693481,1,1,0
1,0,1,0,4,1,1,2,0,0,0,0,0,0,0,0,3,19.6,93.45,27,4.537426534,8,0.01070091,0,0,0
0,0,1,0,51,1,2,1,1,2,1,1,1,2,1,1,1,90.35,4614.55,1,8.436969634,1,0.000216706,1,1,0
0,1,0,0,2,1,1,1,1,2,2,2,1,2,0,1,1,95.1,180.25,1,5.194344776,1,0.00554785,1,8,1
0,0,1,0,12,1,1,1,1,2,1,1,1,2,0,1,1,85.05,999.8,1,6.907555259,1,0.0010002,1,1,0
0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,3,19.45,19.45,27,2.96784707,8,0.051413882,0,0,1
0,0,1,0,41,1,2,0,1,1,2,1,2,2,1,1,2,73,3001.2,8,8.006767488,0,0.0003332,1,1,1
0,0,0,0,11,1,1,1,1,1,2,1,1,2,0,0,2,84.8,888.75,8,6.789815981,1,0.001125176,1,1,0
0,1,1,0,72,1,1,1,2,2,1,2,1,1,2,1,1,84.8,6141.65,1,8.722848715,1,0.000162823,8,8,0
1,0,1,1,8,1,1,0,2,2,1,1,1,1,0,0,3,54.65,482.25,27,6.178462652,0,0.002073613,8,1,0
1,0,0,1,67,1,2,1,1,2,1,2,2,2,2,1,2,104,7039.05,8,8.859228497,1,0.000142065,1,8,0
0,0,1,1,13,1,2,1,1,1,1,1,1,1,0,1,1,74.4,896.75,1,6.798777116,1,0.001115138,1,1,1
1,0,1,1,42,1,2,1,1,1,1,1,2,2,0,1,2,94.2,4186.3,8,8.339572568,1,0.000238874,1,1,1
0,0,0,0,27,1,2,1,1,1,2,1,1,1,0,1,2,81.3,2272.8,8,7.728767831,1,0.000439986,1,1,0
0,1,0,0,52,1,2,1,1,1,1,1,1,1,0,1,0,72.95,3829.75,0,8.250554806,1,0.000261114,1,1,0
0,0,0,0,19,1,1,1,1,1,1,2,1,2,1,1,1,87.7,1725.95,1,7.453532903,1,0.000579391,1,8,0
0,1,0,0,45,1,2,1,1,1,1,1,2,2,0,1,0,93.9,4200.25,0,8.342899326,1,0.000238081,1,1,0
0,0,1,1,71,1,1,1,2,2,2,2,2,2,2,0,1,109.3,7782.85,1,8.959677874,1,0.000128488,8,8,0
0,1,1,0,32,1,2,1,1,1,1,1,1,2,0,1,2,85,2642.05,8,7.87931041,1,0.000378494,1,1,1
1,1,1,1,57,1,1,1,1,2,2,2,2,1,0,1,1,95.3,5567.45,1,8.624692418,1,0.000179615,1,8,0
0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,3,44.9,44.9,27,3.804437795,0,0.022271715,1,1,0
0,0,0,1,39,1,2,2,0,0,0,0,0,0,1,0,0,25.45,958.45,0,6.865317396,8,0.001043351,0,0,0
1,1,1,1,71,1,2,0,2,2,1,1,2,1,1,0,2,69.2,4982.5,8,8.513687052,0,0.000200702,8,1,0
0,0,0,0,1,1,2,0,1,1,1,1,1,1,0,1,1,49.8,49.8,1,3.908014984,0,0.020080321,1,1,0
0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,3,44.6,44.6,27,3.797733859,0,0.022421525,1,1,0
0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,1,2,80.55,80.55,8,4.38887811,1,0.012414649,1,1,0
0,0,1,1,62,1,1,1,2,2,1,1,1,1,1,1,1,81.45,4983.05,1,8.513797432,1,0.00020068,8,1,0
1,0,0,0,3,1,2,0,1,1,1,1,2,1,0,1,2,60.25,170.5,8,5.138735297,0,0.005865103,1,1,0
0,0,1,1,42,1,1,0,2,2,1,1,1,1,0,0,3,54.5,2301.15,27,7.741164277,0,0.000434565,8,1,0
1,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,69.75,144.55,0,4.973625468,1,0.006918021,1,1,1
1,0,1,1,69,1,1,2,0,0,0,0,0,0,2,0,1,19.8,1436.95,1,7.270278091,8,0.000695918,0,0,0
1,1,1,0,60,1,2,1,1,2,2,1,2,2,0,1,2,105.9,6401.25,8,8.764248563,1,0.000156219,1,1,0
0,0,1,1,72,1,1,0,2,2,1,2,2,1,2,0,0,68.4,4855.35,0,8.487836469,0,0.000205958,8,8,0
1,0,1,1,69,1,1,2,0,0,0,0,0,0,2,0,0,19.75,1375.4,0,7.226499877,8,0.000727061,0,0,0
1,0,1,0,70,0,0,0,2,2,2,2,2,2,2,0,0,64.55,4504.9,0,8.412920972,0,0.000221981,8,8,0
0,0,0,0,12,1,2,1,1,2,2,1,2,2,0,1,2,106.7,1253.9,8,7.134013973,1,0.000797512,1,1,1
1,0,1,1,16,1,1,1,1,2,2,1,2,1,0,1,1,89.45,1430.25,1,7.265604533,1,0.000699178,1,1,1
1,0,0,0,27,1,1,2,0,0,0,0,0,0,1,0,3,19.15,501.35,27,6.21730446,8,0.001994615,0,0,0
0,1,1,0,32,1,2,1,1,1,1,1,1,1,0,1,2,74.9,2303.35,8,7.742119864,1,0.00043415,1,1,1
0,0,0,0,11,1,1,0,1,1,1,1,1,1,0,0,1,45.2,492,1,6.198478716,0,0.00203252,1,1,0
1,0,0,0,26,0,0,0,1,1,2,1,2,2,0,1,1,50.35,1277.5,1,7.152660322,0,0.000782779,1,1,0
1,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,0,85.3,6129.2,0,8.720819515,0,0.000163153,8,8,0
1,0,0,0,38,1,2,2,0,0,0,0,0,0,1,1,2,24.25,914.4,8,6.818268112,8,0.001093613,0,0,0
1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,3,45.95,45.95,27,3.827553849,0,0.021762786,1,1,1
0,0,1,1,45,1,2,2,0,0,0,0,0,0,2,0,3,24.45,1088.25,27,6.99232618,8,0.000918907,0,0,0
0,0,1,0,42,1,2,1,1,1,2,2,2,2,1,1,2,108.3,4586.15,8,8.430796171,1,0.000218048,1,8,0
1,1,0,0,28,1,2,0,1,2,2,2,1,1,0,0,0,64.45,1867.6,0,7.532409463,0,0.000535447,1,8,0
1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.75,8277.05,1,9.021241904,1,0.000120816,8,8,0
1,0,0,0,3,1,1,1,1,1,1,1,1,1,0,1,0,69.55,222.3,0,5.404027821,1,0.004498426,1,1,1
0,0,1,1,72,1,2,1,2,2,2,2,1,2,1,1,1,104.9,7537.5,1,8.927645841,1,0.00013267,8,8,0
0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,20.1,20.1,27,3.000719815,8,0.049751244,0,0,1
0,1,0,0,24,1,2,1,1,2,1,1,2,2,0,1,2,101.25,2440.15,8,7.799814792,1,0.000409811,1,1,1
0,0,0,0,38,1,1,0,2,2,1,2,2,1,1,0,3,70.6,2708.2,27,7.904039487,0,0.000369249,8,8,0
0,0,1,1,49,1,2,1,1,1,2,1,2,2,0,1,2,99.8,4872.45,8,8.49135217,1,0.000205236,1,1,1
0,0,0,0,58,1,2,1,1,1,1,2,1,1,0,0,0,80.65,4807.35,0,8.477901276,1,0.000208015,1,8,0
1,1,0,0,43,1,2,1,1,2,1,1,2,1,0,1,2,90.25,3838.75,8,8.252902072,1,0.000260501,1,1,0
1,1,1,0,47,1,2,1,1,1,2,1,2,2,0,0,2,99.7,4747.2,8,8.46531025,1,0.00021065,1,1,0
0,0,1,1,31,1,2,1,2,1,2,2,1,1,0,0,2,89.3,2823,8,7.945555428,1,0.000354233,8,8,0
1,0,1,0,7,1,1,0,2,1,2,2,2,2,0,0,0,81.25,580.1,0,6.363200502,0,0.001723841,8,8,0
1,0,0,0,11,1,1,1,1,2,2,2,1,2,0,1,2,94.2,999.9,8,6.907655274,1,0.0010001,1,8,0
1,0,1,0,72,1,2,1,1,2,2,2,2,2,1,0,1,109.15,7789.6,1,8.96054479,1,0.000128376,1,8,0
1,0,0,0,11,1,1,0,1,1,1,1,2,2,0,1,2,64.9,716.1,8,6.573819822,0,0.001396453,1,1,0
0,0,1,1,52,1,2,1,1,2,1,2,1,2,0,1,0,93.25,4631.7,0,8.44067925,1,0.000215903,1,8,0
1,1,0,0,2,1,1,1,1,1,1,1,1,1,0,1,2,70.65,142.35,8,4.958288814,1,0.007024939,1,1,1
0,0,1,1,64,0,0,0,2,1,2,2,2,2,2,1,0,60.05,3845.45,0,8.25464591,0,0.000260048,8,8,0
1,0,1,1,72,0,0,0,1,2,2,2,2,2,2,1,2,60,4264,8,8.357962966,0,0.000234522,1,8,0
0,0,1,0,72,1,1,2,0,0,0,0,0,0,2,0,1,19.3,1304.8,1,7.173805051,8,0.000766401,0,0,0
1,0,0,0,18,1,1,2,0,0,0,0,0,0,1,0,3,20.1,407.05,27,6.008936028,8,0.002456701,0,0,0
0,0,0,0,1,0,0,0,1,1,1,1,1,2,0,0,2,35.9,35.9,8,3.580737295,0,0.027855153,1,1,1
0,0,0,1,71,1,2,1,2,2,1,1,1,1,1,1,1,85.45,6028.95,1,8.704328145,1,0.000165866,8,1,0
0,0,0,0,5,1,1,0,2,1,2,1,1,1,0,1,3,55.8,274.35,27,5.614404664,0,0.003644979,8,1,0
0,0,1,1,70,0,0,0,1,2,2,2,2,2,1,0,2,60.35,4138.7,8,8.328137008,0,0.000241622,1,8,0
1,0,1,1,72,1,2,1,2,2,1,1,2,1,2,1,2,95.1,6843.15,8,8.831003431,1,0.000146132,8,1,0
0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,46.2,46.2,1,3.832979798,0,0.021645022,1,1,1
1,1,0,0,56,1,2,1,1,2,2,1,2,2,0,0,2,104.75,5841.35,8,8.672717213,1,0.000171193,1,1,0
0,0,1,0,18,1,1,1,1,1,2,2,1,1,0,0,2,78.2,1468.75,8,7.292166978,1,0.000680851,1,8,0
0,1,1,0,66,1,2,1,1,2,2,2,2,2,1,1,2,110.85,7491.75,8,8.921557694,1,0.00013348,1,8,1
0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,3,20.05,20.05,27,2.998229154,8,0.049875312,0,0,0
1,0,0,0,24,1,1,0,1,1,2,1,1,1,0,1,1,49.3,1233.25,1,7.11740824,0,0.000810866,1,1,0
0,0,0,0,24,1,2,1,1,2,2,1,1,1,0,1,0,84.85,2048.8,0,7.625009535,1,0.000488091,1,1,0
1,0,0,0,5,1,2,0,1,2,1,1,1,2,0,1,2,64,370.25,8,5.914178453,0,0.002700878,1,1,0
1,1,1,0,60,0,0,0,1,2,1,1,2,2,2,1,1,49.45,2907.55,1,7.975066081,0,0.000343932,1,1,0
1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,1,3,20.65,20.65,27,3.027715319,8,0.04842615,0,0,0
0,0,0,0,63,1,2,2,0,0,0,0,0,0,2,0,3,25.25,1559.3,27,7.351992282,8,0.000641313,0,0,0
0,0,0,0,30,1,2,1,2,2,2,1,1,1,1,0,0,90.4,2820.65,0,7.944722634,1,0.000354528,8,1,0
0,0,0,0,11,1,1,1,1,1,1,2,1,1,0,1,2,73.85,926.25,8,6.831144177,1,0.001079622,1,8,1
0,0,0,1,23,1,1,0,1,2,1,2,1,1,0,0,2,54.15,1312.45,8,7.179650899,0,0.000761934,1,8,0
0,0,1,1,4,1,1,2,0,0,0,0,0,0,0,0,3,18.85,84.2,27,4.433194921,8,0.011876485,0,0,0
0,0,1,1,22,1,1,0,1,1,1,2,1,1,0,1,2,51.1,1232.9,8,7.117124397,0,0.000811096,1,8,0
0,0,1,1,63,0,0,0,1,2,2,2,1,1,2,0,0,39.35,2395.05,0,7.781159386,0,0.000417528,1,8,0
0,0,0,0,43,0,0,0,2,1,2,1,1,1,1,1,1,35.2,1463.7,1,7.288722755,0,0.0006832,8,1,0
0,0,0,0,18,1,1,2,0,0,0,0,0,0,0,0,3,20.05,358.5,27,5.88192866,8,0.0027894,0,0,0
0,0,1,0,64,1,1,1,2,1,1,1,1,1,0,1,3,73.55,4764,27,8.46884293,1,0.000209908,8,1,0
0,1,0,0,10,1,1,1,1,1,1,1,1,2,0,1,2,79.25,793.55,8,6.67651655,1,0.00126016,1,1,1
0,0,1,0,15,1,1,2,0,0,0,0,0,0,0,1,1,19.45,340.85,1,5.831442498,8,0.002933842,0,0,0
1,0,1,1,38,1,1,0,2,2,1,1,1,1,0,0,2,54.5,2076.05,8,7.638222329,0,0.000481684,8,1,0
1,0,0,0,11,1,1,2,0,0,0,0,0,0,1,0,3,20,211.95,27,5.356350398,8,0.004718094,0,0,0
1,0,0,0,29,1,1,0,2,2,2,1,1,2,0,1,0,68.85,1970.5,0,7.586042597,0,0.000507485,8,1,1
0,0,1,1,28,1,2,1,1,1,1,1,2,2,1,0,0,92.2,2568.15,0,7.850941074,1,0.000389385,1,1,0
0,0,0,0,16,1,1,1,2,1,1,1,2,2,0,1,2,94.25,1483.25,8,7.301990905,1,0.000674195,8,1,1
0,0,1,0,34,1,2,1,1,2,1,1,1,2,0,0,3,88.85,3000.25,27,8.006450898,1,0.000333306,1,1,0
1,0,1,0,71,1,2,2,0,0,0,0,0,0,2,0,1,25.05,1873.7,1,7.535670365,8,0.000533703,0,0,0
1,0,1,1,28,1,1,1,1,1,1,1,2,2,1,1,0,90.1,2598.95,0,7.862862796,1,0.000384771,1,1,1
1,0,1,1,72,1,1,0,2,1,2,2,2,2,2,1,0,80.45,5886.85,0,8.680476329,0,0.00016987,8,8,0
1,0,0,0,45,1,2,1,1,1,2,1,1,2,0,1,1,89.3,4192.15,1,8.340969008,1,0.000238541,1,1,0
0,0,1,1,23,1,1,1,1,2,2,2,1,1,1,0,3,86.8,1940.8,27,7.570855538,1,0.000515251,1,8,0
0,1,1,0,3,1,2,1,1,2,2,1,2,2,0,1,2,105.9,334.65,8,5.81308521,1,0.002988197,1,1,1
0,0,1,1,30,1,2,1,1,2,1,2,1,1,0,1,0,83.55,2570.2,0,7.851738996,1,0.000389075,1,8,0
0,0,1,0,62,1,1,0,1,2,2,2,1,1,2,1,1,60.15,3753.2,1,8.230364088,0,0.000266439,1,8,0
0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,1,2,70.3,144,8,4.9698133,1,0.006944444,1,1,0
0,1,1,0,36,1,2,1,1,1,1,1,1,2,0,1,1,85.25,3132.75,1,8.049666492,1,0.000319208,1,1,1
0,0,1,0,35,1,2,0,1,2,1,2,2,1,1,1,2,69,2441.7,8,7.800449797,0,0.000409551,1,8,0
1,0,1,1,34,1,1,2,0,0,0,0,0,0,1,1,0,20.1,682.1,0,6.525176275,8,0.001466061,0,0,0
1,0,0,0,15,1,1,2,0,0,0,0,0,0,0,0,3,19.9,320.45,27,5.769726258,8,0.003120612,0,0,0
0,0,1,1,10,1,2,2,0,0,0,0,0,0,0,1,3,24.4,253.9,27,5.536940489,8,0.003938558,0,0,0
1,0,1,0,71,1,2,1,1,2,2,2,2,2,2,0,2,109.25,7707.7,8,8.949975108,1,0.00012974,1,8,0
0,0,0,0,22,1,1,2,0,0,0,0,0,0,1,0,3,20.3,475.1,27,6.163525308,8,0.00210482,0,0,0
0,0,1,0,29,0,0,0,1,1,1,1,2,1,0,0,3,33.75,1009.25,27,6.91696276,0,0.000990835,1,1,0
1,0,1,1,47,1,1,2,0,0,0,0,0,0,2,0,0,19.3,890.5,0,6.791783103,8,0.001122965,0,0,0
1,0,1,1,57,1,1,2,0,0,0,0,0,0,2,1,0,20.1,1087.7,0,6.991820654,8,0.000919371,0,0,0
1,0,0,0,72,1,2,0,1,2,2,2,2,2,2,0,0,86.6,6350.5,0,8.756288829,0,0.000157468,1,8,0
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,19.6,19.6,27,2.975529566,8,0.051020408,0,0,1
0,0,0,0,55,1,1,0,2,1,2,2,1,1,2,1,2,59.2,3175.85,8,8.063330592,0,0.000314876,8,8,0
0,0,1,1,68,0,0,0,2,2,2,2,1,2,2,1,3,56.4,3948.45,27,8.281078376,0,0.000253264,8,8,0
1,0,0,0,2,1,1,1,1,1,2,1,1,1,0,1,2,75.8,160.75,8,5.079850363,1,0.00622084,1,1,1
0,0,1,1,55,1,1,2,0,0,0,0,0,0,1,0,3,19.5,1026.35,27,6.933764098,8,0.000974326,0,0,0
1,0,1,0,9,1,1,0,1,2,1,1,1,1,0,0,3,50.85,466.6,27,6.14547236,0,0.002143163,1,1,0
0,0,0,0,38,1,2,1,2,2,1,1,2,2,1,1,2,104.85,3887.25,8,8.265457246,1,0.000257251,8,1,0
1,0,1,1,71,1,1,0,2,1,2,2,2,2,2,1,1,82,5999.85,1,8.699489748,0,0.000166671,8,8,0
1,0,0,0,19,0,0,0,1,2,1,1,1,2,0,1,2,39.7,710.05,8,6.56533539,0,0.001408352,1,1,0
1,0,1,1,1,1,2,1,2,1,2,1,2,2,0,1,2,102.45,102.45,8,4.629374875,1,0.009760859,8,1,1
1,0,1,0,20,1,1,2,0,0,0,0,0,0,1,1,3,20,416.45,27,6.031766406,8,0.002401249,0,0,0
1,0,1,1,52,1,1,2,0,0,0,0,0,0,1,1,2,20.4,1090.65,8,6.994529128,8,0.000916884,0,0,0
0,0,1,1,71,1,1,0,2,2,2,2,2,2,2,0,0,85.45,6029.9,0,8.704485706,0,0.00016584,8,8,0
0,0,1,1,25,1,1,2,0,0,0,0,0,0,1,0,2,19.9,505.45,8,6.225449122,8,0.001978435,0,0,0
0,0,1,1,57,1,1,0,2,2,1,2,1,1,1,0,3,59.6,3509.4,27,8.163200362,0,0.000284949,8,8,0
1,0,1,1,17,1,2,1,1,1,1,1,1,2,0,1,2,85.45,1451.6,8,7.280421675,1,0.000688895,1,1,1
1,0,1,1,68,1,1,2,0,0,0,0,0,0,2,1,0,19.35,1292.65,0,7.164449654,8,0.000773605,0,0,0
0,0,1,0,72,1,2,2,0,0,0,0,0,0,2,1,0,23.55,1723.95,0,7.452373448,8,0.000580063,0,0,0
0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,3,20.15,20.15,27,3.003204288,8,0.049627792,0,0,1
1,0,1,1,40,1,2,1,1,1,2,2,1,1,0,1,2,84.85,3303.05,8,8.102601563,1,0.00030275,1,8,1
