gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService    ,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract      ,PaperlessBilling,PaymentMethod            ,MonthlyCharges,TotalCharges,PaymentMethod**3,log(TotalCharges),InternetService**3,1/TotalCharges,OnlineSecurity**3,TechSupport**3,Churn,sample weights
0.0,0.0,0.0,0.0,37.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,80.05,3019.1,8.0,8.01271405270911,1.0,0.0003312245371137094,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,50.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,79.6,4024.2,27.0,8.300081412333746,0.0,0.0002484965955966403,1.0,8.0,0.0,1.0014364970416356
0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,34.7,329.8,8.0,5.7984864101254985,0.0,0.0030321406913280777,1.0,1.0,1.0,0.9959687594831579
0.0,1.0,0.0,0.0,59.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,79.2,4590.35,1.0,8.431711552870812,1.0,0.00021784831222020106,1.0,1.0,0.0,1.0014364970416356
1.0,1.0,1.0,1.0,41.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,111.95,4534.9,8.0,8.419558311589467,1.0,0.00022051202893117822,1.0,8.0,1.0,1.0039081492033508
0.0,0.0,1.0,1.0,42.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,19.05,761.85,8.0,6.635749685915363,8.0,0.0013125943427183828,0.0,0.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,39.1,1982.1,27.0,7.59191216770395,0.0,0.0005045154129458655,8.0,8.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,49.3,49.3,8.0,3.8979240810486444,0.0,0.02028397565922921,1.0,8.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,44.65,1156.55,0.0,7.05319671463231,0.0,0.0008646405257014397,8.0,1.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,45.65,45.65,8.0,3.8210036070409776,0.0,0.02190580503833516,1.0,1.0,1.0,1.0039081492033508
0.0,0.0,1.0,1.0,72.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,117.5,8670.1,1.0,9.067635603733446,1.0,0.00011533892342648873,8.0,8.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,24.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,84.35,1938.05,8.0,7.5694375919115044,1.0,0.0005159825597894791,8.0,8.0,0.0,1.0014364970416356
0.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,96.85,1235.55,8.0,7.119271494055368,1.0,0.0008093561571769658,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,1.0,1.0,23.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,83.75,1849.95,8.0,7.5229138906801065,1.0,0.0005405551501391929,1.0,1.0,0.0,1.0014364970416356
0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,75.55,349.65,1.0,5.856932654149876,1.0,0.00286000286000286,1.0,1.0,1.0,0.9959687594831579
1.0,1.0,1.0,0.0,15.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,96.5,1392.25,8.0,7.238676422469778,1.0,0.0007182618064284432,8.0,1.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,23.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,59.7,1414.2,27.0,7.25431927917014,0.0,0.0007071135624381275,1.0,8.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,66.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,89.4,5976.9,1.0,8.695657317882887,1.0,0.00016731081329786346,1.0,1.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,69.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.9,1356.7,0.0,7.212810559491263,8.0,0.0007370826269624825,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,1.0,1.0,51.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,56.15,2898.95,8.0,7.972103881446254,0.0,0.0003449524827954949,1.0,8.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,72.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,38.5,2763.0,1.0,7.924072324923417,0.0,0.0003619254433586681,8.0,1.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,19.5,19.5,27.0,2.970414465569701,8.0,0.05128205128205128,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,70.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,84.1,5979.7,8.0,8.69612567846218,0.0,0.0001672324698563473,1.0,8.0,0.0,0.9986222617178715
0.0,0.0,1.0,0.0,71.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,61.4,4310.35,1.0,8.368774386297245,0.0,0.00023199972160033405,1.0,8.0,0.0,1.0014364970416356
0.0,1.0,0.0,0.0,71.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,104.05,7413.55,0.0,8.911064685888025,1.0,0.00013488814400658254,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.3,738.2,8.0,6.604214790595898,1.0,0.0013546464372798698,1.0,1.0,1.0,1.0039081492033508
1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,40.55,1390.85,27.0,7.237670350019569,0.0,0.0007189847934716181,8.0,8.0,0.0,0.9986222617178715
1.0,1.0,1.0,0.0,69.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,84.9,5785.65,1.0,8.663135992866478,1.0,0.00017284142663313544,8.0,1.0,0.0,0.9986222617178715
0.0,0.0,1.0,1.0,29.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,20.0,540.05,8.0,6.291661727864483,8.0,0.0018516803999629665,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,71.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,114.0,8175.9,0.0,9.008946081448922,1.0,0.00012231069362394356,8.0,8.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,71.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.55,1898.1,0.0,7.548608664820948,8.0,0.00052684263210579,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,32.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,80.35,2596.15,0.0,7.86178485735656,1.0,0.00038518575583074935,1.0,1.0,1.0,1.0039081492033508
1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,74.35,265.35,8.0,5.581049709273904,1.0,0.0037686074995289236,1.0,1.0,1.0,1.0039081492033508
0.0,0.0,1.0,0.0,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,69.15,3649.6,27.0,8.202372851530123,1.0,0.00027400263042525206,1.0,1.0,0.0,1.0014364970416356
0.0,1.0,0.0,0.0,20.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,61.6,1174.35,27.0,7.068470082022033,0.0,0.0008515348916421851,1.0,1.0,1.0,0.9959687594831579
0.0,0.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,80.9,1152.8,0.0,7.049949044685312,1.0,0.0008674531575294935,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,1.0,0.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,86.05,1818.9,8.0,7.5059872017457945,1.0,0.0005497828357798669,1.0,8.0,0.0,1.0014364970416356
0.0,0.0,1.0,0.0,69.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,95.65,6744.2,1.0,8.816438155232472,1.0,0.00014827555529195457,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,78.8,1641.3,8.0,7.40324388973789,1.0,0.0006092731371473832,1.0,1.0,0.0,0.9986222617178715
0.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,58.5,224.85,27.0,5.415433513216716,0.0,0.004447409384033801,1.0,8.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,55.7,259.4,27.0,5.5583712718823435,0.0,0.0038550501156515036,1.0,8.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,15.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.05,369.1,0.0,5.911067610035953,8.0,0.0027092928745597396,0.0,0.0,0.0,1.0014364970416356
1.0,1.0,0.0,0.0,21.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,60.05,1236.15,0.0,7.119756989877502,0.0,0.0008089633135137321,1.0,1.0,1.0,1.0039081492033508
1.0,0.0,1.0,1.0,72.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,87.55,6463.15,0.0,8.77387209402962,0.0,0.00015472331603010918,8.0,8.0,0.0,0.9986222617178715
0.0,0.0,1.0,0.0,11.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,102.0,1145.35,8.0,7.043465546134583,1.0,0.0008730955603090759,1.0,1.0,1.0,0.9959687594831579
1.0,0.0,0.0,0.0,72.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,109.2,7878.3,0.0,8.971867423536949,1.0,0.0001269309368772451,1.0,8.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,41.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,74.55,3023.55,1.0,8.014186916702378,0.0,0.0003307370475103769,8.0,1.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,72.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,104.9,7732.65,1.0,8.953206903013168,1.0,0.0001293217719669195,8.0,8.0,0.0,0.9986222617178715
1.0,0.0,0.0,1.0,15.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,91.0,1430.05,8.0,7.265464687677655,1.0,0.0006992762490821999,1.0,1.0,0.0,0.9986222617178715
0.0,0.0,1.0,0.0,56.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,98.0,5270.6,8.0,8.569899487047172,1.0,0.00018973171934884072,8.0,1.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,83.55,1329.15,8.0,7.192294919161421,1.0,0.000752360531166535,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,31.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,87.6,2724.25,8.0,7.909948439856995,1.0,0.00036707350646967055,8.0,8.0,0.0,1.0014364970416356
0.0,0.0,1.0,1.0,72.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,115.8,8476.5,0.0,9.045052907738008,1.0,0.00011797322007904206,8.0,8.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,63.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,104.8,6597.25,0.0,8.794408174518175,1.0,0.0001515783091439615,1.0,1.0,0.0,0.9986222617178715
1.0,1.0,0.0,0.0,9.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,54.55,494.05,8.0,6.202636726640971,0.0,0.0020240866309078026,8.0,1.0,1.0,1.0039081492033508
0.0,0.0,1.0,1.0,33.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,838.5,0.0,6.731614581263264,8.0,0.0011926058437686344,0.0,0.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,68.95,119.75,8.0,4.785406236291025,1.0,0.008350730688935281,1.0,1.0,1.0,0.9959687594831579
1.0,0.0,1.0,0.0,48.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,96.9,4473.45,0.0,8.405915201994373,1.0,0.0002235411147995395,8.0,1.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,74.75,827.05,0.0,6.71786515268823,0.0,0.0012091167402212685,1.0,1.0,0.0,0.9986222617178715
1.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.35,126.05,27.0,4.836678653633929,8.0,0.007933359777865927,0.0,0.0,1.0,1.0039081492033508
0.0,0.0,0.0,1.0,14.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,59.8,824.85,1.0,6.715201551621933,0.0,0.0012123416378735528,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,32.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,19.8,607.7,27.0,6.40968133914131,8.0,0.0016455487905216388,0.0,0.0,0.0,0.9986222617178715
1.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,74.5,606.55,8.0,6.407787165216928,1.0,0.00164866870002473,1.0,1.0,1.0,1.0039081492033508
0.0,1.0,0.0,0.0,64.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,108.95,7111.3,0.0,8.869440347152812,1.0,0.00014062126474765515,8.0,8.0,0.0,1.0014364970416356
0.0,0.0,1.0,0.0,13.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,94.1,1215.6,8.0,7.102993061042638,1.0,0.0008226390259953932,1.0,1.0,1.0,0.9959687594831579
0.0,0.0,1.0,0.0,68.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,55.9,3848.8,0.0,8.255516690385244,0.0,0.0002598212429848264,8.0,8.0,0.0,1.0014364970416356
0.0,0.0,0.0,1.0,34.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,116.15,3946.9,1.0,8.280685739643895,1.0,0.0002533633991233626,8.0,8.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,70.05,657.5,27.0,6.48844476405192,1.0,0.001520912547528517,1.0,1.0,0.0,0.9986222617178715
0.0,1.0,1.0,0.0,72.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,110.8,7882.25,1.0,8.972368675090062,1.0,0.0001268673284912303,1.0,8.0,0.0,1.0014364970416356
0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,72.75,317.75,8.0,5.761264910069563,1.0,0.003147128245476003,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,34.95,610.2,27.0,6.413786772282569,0.0,0.0016388069485414618,8.0,1.0,0.0,0.9986222617178715
0.0,0.0,1.0,1.0,15.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.35,335.95,1.0,5.816962339366159,8.0,0.002976633427593392,0.0,0.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,40.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,74.8,2971.7,1.0,7.9968894586161365,1.0,0.0003365077228522395,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,75.6,661.55,8.0,6.49458556648842,1.0,0.0015116015418335728,8.0,1.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,46.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,104.4,4904.2,0.0,8.4978472598187,1.0,0.00020390685534847682,1.0,8.0,0.0,1.0014364970416356
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,89.35,89.35,8.0,4.492561241605437,1.0,0.011191941801902631,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,1.0,0.0,15.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,101.1,1504.05,8.0,7.315916748638044,1.0,0.0006648715135800007,1.0,1.0,1.0,1.0039081492033508
0.0,0.0,1.0,1.0,64.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,104.4,6721.6,0.0,8.813081500415118,1.0,0.0001487741014044275,8.0,8.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,41.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,80.55,3263.9,8.0,8.090678078359765,0.0,0.0003063819357210699,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,1.0,0.0,66.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,66.9,4370.25,0.0,8.382575494691293,0.0,0.00022881986156398376,8.0,1.0,0.0,1.0014364970416356
1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,49.25,91.1,8.0,4.511957804265912,0.0,0.010976948408342482,8.0,1.0,1.0,1.0039081492033508
0.0,0.0,1.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,79.75,769.1,8.0,6.6452210000630085,1.0,0.001300221037576388,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,33.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,107.55,3645.5,8.0,8.201248809246485,1.0,0.000274310794129749,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,48.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,102.5,4904.25,1.0,8.497857455109495,1.0,0.0002039047764693888,8.0,8.0,0.0,1.0014364970416356
1.0,0.0,1.0,0.0,72.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,115.55,8425.3,8.0,9.038994362895206,1.0,0.00011869013566282507,8.0,8.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,71.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,25.35,1847.55,1.0,7.521615716055603,8.0,0.0005412573408026846,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,89.4,1871.15,0.0,7.534308494092098,1.0,0.0005344306976992759,8.0,1.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,23.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,78.55,1843.05,8.0,7.51917708698169,0.0,0.0005425788774043027,8.0,1.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,61.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,86.45,5175.3,1.0,8.551652587467808,0.0,0.00019322551349680212,8.0,8.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,61.45,229.55,1.0,5.436120870695231,0.0,0.004356349379220213,1.0,8.0,1.0,1.0039081492033508
1.0,1.0,0.0,0.0,18.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,58.4,964.9,1.0,6.872024469026338,0.0,0.001036376826614157,8.0,1.0,0.0,0.9986222617178715
1.0,1.0,1.0,0.0,54.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,24.95,1364.75,0.0,7.218726540661867,0.0,0.0007327349331379373,1.0,1.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,80.15,319.85,8.0,5.767852135896146,1.0,0.0031264655307175235,8.0,1.0,0.0,1.0014364970416356
0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,29.2,309.1,27.0,5.733664849138071,0.0,0.003235198964736331,1.0,1.0,1.0,0.9959687594831579
0.0,0.0,1.0,1.0,48.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,70.1,3238.4,1.0,8.082834659653091,0.0,0.00030879446640316206,8.0,1.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,20.2,55.7,8.0,4.019980146933238,8.0,0.017953321364452424,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,69.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,105.0,7297.75,8.0,8.895321360449106,1.0,0.00013702853619266213,1.0,1.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,69.5,69.5,8.0,4.241326752570746,1.0,0.014388489208633094,1.0,1.0,1.0,0.9959687594831579
0.0,0.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,84.05,966.55,8.0,6.873733030367701,1.0,0.0010346076250581967,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,62.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,20.05,1263.9,1.0,7.14195745765308,8.0,0.0007912018355882585,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,46.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,21.1,937.1,8.0,6.842790000129778,8.0,0.0010671219720414043,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.45,162.3,1.0,5.089446474520545,8.0,0.0061614294516327784,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,21.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,20.35,422.7,27.0,6.046662707572744,8.0,0.0023657440264963333,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,1.0,0.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.55,161.15,0.0,5.082335608261447,8.0,0.006205398696866273,0.0,0.0,0.0,0.9986222617178715
1.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,49.2,447.9,27.0,6.104569993213254,0.0,0.0022326412145568207,1.0,8.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.1,910.45,1.0,6.813938982777852,0.0,0.001098357954857488,1.0,1.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.4,19.4,1.0,2.9652730660692823,8.0,0.051546391752577324,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,29.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20.65,654.85,27.0,6.484406201775412,8.0,0.001527067267313125,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,20.2,273.25,27.0,5.610387127056648,8.0,0.0036596523330283625,0.0,0.0,0.0,1.0014364970416356
0.0,0.0,1.0,1.0,58.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,99.25,5846.65,1.0,8.673624126626864,1.0,0.00017103811584411586,8.0,1.0,0.0,1.0014364970416356
0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,30.5,167.2,8.0,5.119190700650601,0.0,0.005980861244019139,1.0,1.0,0.0,1.0014364970416356
